Country,League,season,date,B365H,B365D,B365A
England,England Premier League,2008/2009,2008-10-04 00:00:00,2.1,3.3,3.6
England,England Premier League,2008/2009,2008-10-05 00:00:00,1.5,4.0,7.0
England,England Premier League,2008/2009,2008-10-18 00:00:00,1.2,6.5,15.0
England,England Premier League,2008/2009,2008-10-18 00:00:00,1.36,4.5,10.0
England,England Premier League,2008/2009,2008-10-18 00:00:00,1.4,4.33,9.0
England,England Premier League,2008/2009,2008-10-18 00:00:00,1.83,3.25,5.0
England,England Premier League,2008/2009,2008-10-18 00:00:00,6.0,3.7,1.62
England,England Premier League,2008/2009,2008-10-20 00:00:00,3.0,3.25,2.4
England,England Premier League,2008/2009,2008-10-18 00:00:00,2.25,3.25,3.3
England,England Premier League,2008/2009,2008-10-18 00:00:00,2.4,3.25,3.0
England,England Premier League,2008/2009,2008-10-19 00:00:00,2.62,3.25,2.75
England,England Premier League,2008/2009,2008-10-19 00:00:00,3.25,3.3,2.25
England,England Premier League,2008/2009,2008-10-25 00:00:00,2.2,3.3,3.4
England,England Premier League,2008/2009,2008-10-26 00:00:00,2.05,3.3,4.0
England,England Premier League,2008/2009,2008-10-26 00:00:00,6.0,3.75,1.62
England,England Premier League,2008/2009,2008-10-25 00:00:00,7.5,4.0,1.5
England,England Premier League,2008/2009,2008-10-26 00:00:00,1.44,4.33,7.5
England,England Premier League,2008/2009,2008-10-25 00:00:00,2.1,3.25,3.75
England,England Premier League,2008/2009,2008-10-25 00:00:00,2.2,3.3,3.4
England,England Premier League,2008/2009,2008-10-26 00:00:00,1.83,3.5,4.5
England,England Premier League,2008/2009,2008-10-26 00:00:00,2.6,3.3,2.75
England,England Premier League,2008/2009,2008-10-26 00:00:00,1.91,3.25,4.5
England,England Premier League,2009/2010,2009-08-16 00:00:00,1.2,6.0,17.0
England,England Premier League,2009/2010,2009-08-16 00:00:00,3.2,3.25,2.3
England,England Premier League,2009/2010,2009-08-15 00:00:00,1.67,3.6,5.5
England,England Premier League,2009/2010,2009-08-15 00:00:00,3.2,3.25,2.3
England,England Premier League,2009/2010,2009-08-15 00:00:00,2.63,3.3,2.7
England,England Premier League,2009/2010,2009-08-15 00:00:00,3.6,3.25,2.1
England,England Premier League,2009/2010,2009-08-15 00:00:00,2.25,3.25,3.25
England,England Premier League,2009/2010,2009-08-15 00:00:00,2.63,3.2,2.75
England,England Premier League,2009/2010,2009-08-15 00:00:00,1.91,3.3,4.33
England,England Premier League,2009/2010,2009-08-15 00:00:00,1.17,6.5,21.0
England,England Premier League,2009/2010,2009-10-24 00:00:00,2.5,3.3,2.88
England,England Premier League,2009/2010,2009-10-24 00:00:00,1.2,6.5,15.0
England,England Premier League,2009/2010,2009-10-25 00:00:00,2.63,3.25,2.75
England,England Premier League,2009/2010,2009-10-24 00:00:00,2.9,3.25,2.5
England,England Premier League,2009/2010,2009-10-24 00:00:00,1.44,4.33,7.5
England,England Premier League,2009/2010,2009-10-25 00:00:00,7.0,4.2,1.5
England,England Premier League,2009/2010,2009-10-24 00:00:00,3.5,3.2,2.2
England,England Premier League,2009/2010,2009-10-24 00:00:00,2.6,3.2,2.8
England,England Premier League,2009/2010,2009-10-25 00:00:00,3.0,3.25,2.4
England,England Premier League,2009/2010,2009-10-25 00:00:00,1.44,4.2,8.0
England,England Premier League,2009/2010,2009-10-31 00:00:00,2.38,3.3,3.0
England,England Premier League,2009/2010,2009-10-31 00:00:00,1.17,7.0,19.0
England,England Premier League,2009/2010,2009-10-31 00:00:00,4.2,3.4,1.91
England,England Premier League,2009/2010,2009-10-31 00:00:00,2.5,3.25,2.88
England,England Premier League,2009/2010,2009-10-31 00:00:00,1.91,3.4,4.2
England,England Premier League,2009/2010,2009-10-31 00:00:00,9.0,4.33,1.4
England,England Premier League,2009/2010,2009-11-01 00:00:00,4.33,3.6,1.83
England,England Premier League,2009/2010,2009-10-31 00:00:00,1.57,4.0,6.0
England,England Premier League,2009/2010,2009-10-31 00:00:00,1.91,3.4,4.2
England,England Premier League,2009/2010,2009-10-31 00:00:00,2.0,3.3,4.0
England,England Premier League,2009/2010,2009-11-08 00:00:00,2.25,3.2,3.4
England,England Premier League,2009/2010,2009-11-08 00:00:00,2.75,3.3,2.6
England,England Premier League,2009/2010,2009-11-07 00:00:00,9.0,4.75,1.36
England,England Premier League,2009/2010,2009-11-08 00:00:00,2.4,3.3,3.0
England,England Premier League,2009/2010,2009-11-07 00:00:00,1.57,3.75,6.5
England,England Premier League,2009/2010,2009-11-07 00:00:00,1.33,4.75,11.0
England,England Premier League,2009/2010,2009-11-09 00:00:00,1.36,4.5,10.0
England,England Premier League,2009/2010,2009-11-07 00:00:00,1.8,3.5,4.75
England,England Premier League,2009/2010,2009-11-07 00:00:00,2.1,3.4,3.6
England,England Premier League,2009/2010,2009-11-08 00:00:00,2.0,3.25,4.0
England,England Premier League,2009/2010,2009-11-21 00:00:00,2.5,3.2,2.9
England,England Premier League,2009/2010,2009-11-21 00:00:00,6.0,3.75,1.62
England,England Premier League,2009/2010,2009-11-22 00:00:00,2.1,3.4,3.5
England,England Premier League,2009/2010,2009-11-21 00:00:00,3.4,3.3,2.2
England,England Premier League,2009/2010,2009-11-21 00:00:00,1.17,7.0,19.0
England,England Premier League,2009/2010,2009-11-21 00:00:00,2.88,3.25,2.5
England,England Premier League,2009/2010,2009-11-21 00:00:00,1.91,3.4,4.2
England,England Premier League,2009/2010,2009-11-21 00:00:00,1.4,4.5,9.0
England,England Premier League,2009/2010,2009-11-22 00:00:00,1.44,4.33,8.0
England,England Premier League,2009/2010,2009-11-22 00:00:00,2.25,3.2,3.4
England,England Premier League,2009/2010,2009-11-28 00:00:00,10.0,4.5,1.36
England,England Premier League,2009/2010,2009-11-28 00:00:00,1.8,3.6,4.5
England,England Premier League,2009/2010,2009-11-29 00:00:00,2.4,3.2,3.1
England,England Premier League,2009/2010,2009-11-28 00:00:00,1.29,5.5,11.0
England,England Premier League,2009/2010,2009-11-28 00:00:00,1.91,3.5,4.2
England,England Premier League,2009/2010,2009-11-29 00:00:00,3.5,3.4,2.1
England,England Premier League,2009/2010,2009-11-28 00:00:00,1.91,3.4,4.2
England,England Premier League,2009/2010,2009-11-28 00:00:00,2.5,3.25,2.88
England,England Premier League,2009/2010,2009-11-29 00:00:00,2.7,3.2,2.7
England,England Premier League,2009/2010,2009-11-28 00:00:00,2.4,3.4,2.9
England,England Premier League,2009/2010,2009-12-05 00:00:00,1.91,3.4,4.2
England,England Premier League,2009/2010,2009-12-05 00:00:00,8.0,4.2,1.44
England,England Premier League,2009/2010,2009-12-05 00:00:00,2.1,3.3,3.6
England,England Premier League,2009/2010,2009-12-05 00:00:00,2.38,3.25,3.1
England,England Premier League,2009/2010,2009-12-05 00:00:00,4.2,3.4,1.91
England,England Premier League,2009/2010,2009-12-06 00:00:00,2.1,3.3,3.6
England,England Premier League,2009/2010,2009-12-06 00:00:00,2.88,3.25,2.5
England,England Premier League,2009/2010,2009-12-05 00:00:00,5.25,3.8,1.67
England,England Premier League,2009/2010,2009-12-05 00:00:00,1.44,4.33,7.5
England,England Premier League,2009/2010,2009-12-05 00:00:00,1.29,5.0,13.0
England,England Premier League,2009/2010,2009-12-12 00:00:00,1.5,4.2,7.0
England,England Premier League,2009/2010,2009-12-12 00:00:00,2.1,3.3,3.6
England,England Premier League,2009/2010,2009-12-12 00:00:00,1.8,3.5,4.75
England,England Premier League,2009/2010,2009-12-12 00:00:00,1.25,5.75,13.0
England,England Premier League,2009/2010,2009-12-13 00:00:00,2.2,3.3,3.4
England,England Premier League,2009/2010,2009-12-12 00:00:00,2.8,3.25,2.6
England,England Premier League,2009/2010,2009-12-12 00:00:00,1.25,5.5,15.0
England,England Premier League,2009/2010,2009-12-12 00:00:00,2.63,3.25,2.75
England,England Premier League,2009/2010,2009-12-12 00:00:00,4.5,3.6,1.8
England,England Premier League,2009/2010,2009-12-12 00:00:00,2.1,3.3,3.6
England,England Premier League,2009/2010,2009-12-16 00:00:00,2.25,3.3,3.25
England,England Premier League,2009/2010,2009-12-15 00:00:00,2.88,3.3,2.5
England,England Premier League,2009/2010,2010-01-05 00:00:00,2.63,3.25,2.75
England,England Premier League,2009/2010,2009-12-15 00:00:00,1.17,7.0,19.0
England,England Premier League,2009/2010,2009-11-25 00:00:00,3.5,3.3,2.15
England,England Premier League,2009/2010,2009-12-16 00:00:00,7.0,4.2,1.5
England,England Premier League,2009/2010,2009-12-15 00:00:00,2.25,3.3,3.25
England,England Premier League,2009/2010,2009-12-15 00:00:00,2.2,3.25,3.4
England,England Premier League,2009/2010,2009-12-16 00:00:00,1.33,4.75,11.0
England,England Premier League,2009/2010,2009-12-16 00:00:00,1.14,8.0,19.0
England,England Premier League,2009/2010,2009-12-19 00:00:00,1.22,6.0,15.0
England,England Premier League,2009/2010,2009-12-20 00:00:00,2.1,3.3,3.6
England,England Premier League,2009/2010,2010-02-17 00:00:00,2.3,3.25,3.2
England,England Premier League,2009/2010,2009-12-20 00:00:00,8.5,4.5,1.4
England,England Premier League,2009/2010,2009-12-19 00:00:00,5.5,4.0,1.62
England,England Premier League,2009/2010,2009-12-19 00:00:00,1.53,4.0,7.0
England,England Premier League,2009/2010,2009-12-19 00:00:00,6.5,4.0,1.57
England,England Premier League,2009/2010,2009-12-20 00:00:00,1.83,3.5,4.5
England,England Premier League,2009/2010,2009-12-19 00:00:00,3.3,3.4,2.2
England,England Premier League,2009/2010,2009-12-19 00:00:00,1.4,4.33,9.0
England,England Premier League,2009/2010,2009-12-26 00:00:00,2.3,3.25,3.2
England,England Premier League,2009/2010,2009-12-26 00:00:00,2.1,3.3,3.6
England,England Premier League,2009/2010,2009-12-26 00:00:00,2.38,3.3,3.0
England,England Premier League,2009/2010,2009-12-26 00:00:00,1.44,4.33,7.5
England,England Premier League,2009/2010,2009-12-26 00:00:00,1.29,5.5,11.0
England,England Premier League,2009/2010,2009-12-27 00:00:00,8.0,4.2,1.4
England,England Premier League,2009/2010,2009-12-26 00:00:00,2.8,3.4,2.5
England,England Premier League,2009/2010,2009-12-26 00:00:00,2.38,3.3,3.0
England,England Premier League,2009/2010,2009-12-26 00:00:00,6.5,3.8,1.57
England,England Premier League,2009/2010,2009-12-27 00:00:00,1.73,3.5,5.0
England,England Premier League,2009/2010,2010-01-20 00:00:00,1.22,5.5,17.0
England,England Premier League,2009/2010,2009-08-18 00:00:00,6.5,4.0,1.53
England,England Premier League,2009/2010,2009-11-04 00:00:00,2.75,3.3,2.63
England,England Premier League,2009/2010,2009-11-25 00:00:00,2.1,3.3,3.6
England,England Premier League,2009/2010,2009-08-19 00:00:00,2.0,3.3,4.0
England,England Premier League,2009/2010,2009-08-19 00:00:00,3.75,3.5,2.0
England,England Premier League,2009/2010,2009-08-19 00:00:00,9.5,5.0,1.33
England,England Premier League,2009/2010,2009-08-18 00:00:00,1.73,3.6,5.25
England,England Premier League,2009/2010,2009-08-19 00:00:00,1.25,5.5,13.0
England,England Premier League,2009/2010,2010-03-24 00:00:00,1.83,3.5,4.33
England,England Premier League,2009/2010,2009-12-28 00:00:00,4.5,3.6,1.8
England,England Premier League,2009/2010,2009-12-28 00:00:00,1.44,4.2,8.0
England,England Premier League,2009/2010,2009-12-28 00:00:00,2.4,3.25,3.0
England,England Premier League,2009/2010,2009-12-30 00:00:00,6.5,4.0,1.53
England,England Premier League,2009/2010,2009-12-28 00:00:00,1.57,3.8,6.5
England,England Premier League,2009/2010,2009-12-28 00:00:00,1.36,4.5,10.0
England,England Premier League,2009/2010,2009-12-29 00:00:00,1.8,3.6,4.75
England,England Premier League,2009/2010,2009-12-28 00:00:00,2.1,3.3,3.6
England,England Premier League,2009/2010,2009-12-29 00:00:00,2.8,3.25,2.6
England,England Premier League,2009/2010,2009-12-30 00:00:00,1.2,6.5,15.0
England,England Premier League,2009/2010,2010-03-16 00:00:00,3.6,3.3,2.1
England,England Premier League,2009/2010,2010-03-23 00:00:00,1.8,3.6,4.5
England,England Premier League,2009/2010,2010-01-11 00:00:00,1.44,4.33,8.0
England,England Premier League,2009/2010,2010-01-20 00:00:00,2.4,3.25,3.0
England,England Premier League,2009/2010,2010-02-02 00:00:00,13.0,5.0,1.29
England,England Premier League,2009/2010,2010-02-03 00:00:00,1.67,3.5,6.0
England,England Premier League,2009/2010,2010-03-10 00:00:00,2.5,3.3,2.88
England,England Premier League,2009/2010,2010-03-09 00:00:00,2.1,3.25,3.75
England,England Premier League,2009/2010,2010-01-09 00:00:00,6.5,3.6,1.62
England,England Premier League,2009/2010,2010-01-09 00:00:00,1.4,4.5,8.5
England,England Premier League,2009/2010,2010-03-09 00:00:00,2.38,3.25,3.1
England,England Premier League,2009/2010,2010-01-16 00:00:00,3.5,3.2,2.2
England,England Premier League,2009/2010,2010-01-16 00:00:00,1.25,6.0,11.0
England,England Premier League,2009/2010,2010-01-16 00:00:00,2.3,3.25,3.2
England,England Premier League,2009/2010,2010-01-16 00:00:00,1.17,7.0,17.0
England,England Premier League,2009/2010,2010-01-16 00:00:00,2.88,3.25,2.5
England,England Premier League,2009/2010,2010-01-16 00:00:00,1.22,6.0,15.0
England,England Premier League,2009/2010,2010-01-17 00:00:00,6.5,4.0,1.53
England,England Premier League,2009/2010,2010-01-17 00:00:00,2.4,3.25,3.0
England,England Premier League,2009/2010,2010-01-17 00:00:00,1.53,3.8,7.0
England,England Premier League,2009/2010,2010-01-26 00:00:00,5.5,3.6,1.67
England,England Premier League,2009/2010,2010-01-26 00:00:00,1.57,3.75,6.5
England,England Premier League,2009/2010,2010-02-16 00:00:00,3.1,3.2,2.38
England,England Premier League,2009/2010,2010-01-26 00:00:00,2.5,3.25,2.88
England,England Premier League,2009/2010,2010-01-23 00:00:00,1.14,6.5,15.0
England,England Premier League,2009/2010,2010-01-26 00:00:00,1.8,3.6,4.5
England,England Premier League,2009/2010,2010-01-27 00:00:00,1.67,3.6,5.5
England,England Premier League,2009/2010,2010-01-27 00:00:00,1.22,6.0,15.0
England,England Premier League,2009/2010,2010-01-27 00:00:00,1.95,3.4,4.0
England,England Premier League,2009/2010,2010-01-27 00:00:00,3.2,3.25,2.3
England,England Premier League,2009/2010,2010-01-30 00:00:00,2.1,3.3,3.6
England,England Premier League,2009/2010,2010-01-30 00:00:00,3.0,3.3,2.38
England,England Premier League,2009/2010,2010-02-01 00:00:00,2.0,3.4,3.8
England,England Premier League,2009/2010,2010-01-31 00:00:00,1.29,5.0,13.0
England,England Premier League,2009/2010,2010-01-30 00:00:00,1.44,4.33,7.5
England,England Premier League,2009/2010,2010-01-30 00:00:00,2.25,3.25,3.25
England,England Premier League,2009/2010,2010-01-30 00:00:00,2.7,3.2,2.7
England,England Premier League,2009/2010,2010-01-30 00:00:00,13.0,5.0,1.29
England,England Premier League,2009/2010,2010-01-31 00:00:00,2.6,3.25,2.8
England,England Premier League,2009/2010,2010-01-30 00:00:00,3.1,3.25,2.38
England,England Premier League,2009/2010,2010-02-06 00:00:00,1.13,8.5,23.0
England,England Premier League,2009/2010,2010-02-06 00:00:00,2.3,3.1,3.4
England,England Premier League,2009/2010,2010-02-06 00:00:00,2.0,3.4,3.8
England,England Premier League,2009/2010,2010-02-06 00:00:00,2.1,3.3,3.6
England,England Premier League,2009/2010,2010-02-06 00:00:00,2.6,3.25,2.8
England,England Premier League,2009/2010,2010-02-07 00:00:00,1.8,3.6,4.5
England,England Premier League,2009/2010,2010-02-06 00:00:00,2.25,3.3,3.25
England,England Premier League,2009/2010,2010-02-06 00:00:00,5.5,3.4,1.73
England,England Premier League,2009/2010,2010-02-06 00:00:00,1.83,3.5,4.33
England,England Premier League,2009/2010,2010-02-07 00:00:00,1.8,3.4,5.0
England,England Premier League,2009/2010,2010-02-10 00:00:00,2.1,3.3,3.6
England,England Premier League,2009/2010,2010-02-09 00:00:00,1.73,3.5,5.25
England,England Premier League,2009/2010,2010-02-10 00:00:00,2.25,3.3,3.25
England,England Premier League,2009/2010,2010-02-10 00:00:00,4.2,3.4,1.91
England,England Premier League,2009/2010,2010-02-09 00:00:00,2.2,3.3,3.4
England,England Premier League,2009/2010,2010-02-09 00:00:00,2.4,3.25,3.0
England,England Premier League,2009/2010,2010-02-10 00:00:00,1.83,3.5,4.5
England,England Premier League,2009/2010,2010-02-10 00:00:00,4.2,3.5,1.91
England,England Premier League,2009/2010,2010-02-10 00:00:00,5.0,3.6,1.73
England,England Premier League,2009/2010,2010-02-09 00:00:00,1.44,4.2,8.0
England,England Premier League,2009/2010,2010-02-21 00:00:00,2.1,3.25,3.75
England,England Premier League,2009/2010,2010-02-20 00:00:00,2.38,3.25,3.1
England,England Premier League,2009/2010,2010-02-20 00:00:00,1.75,3.6,4.75
England,England Premier League,2009/2010,2010-02-21 00:00:00,1.95,3.25,4.33
England,England Premier League,2009/2010,2010-02-20 00:00:00,4.5,3.6,1.8
England,England Premier League,2009/2010,2010-02-20 00:00:00,1.22,6.0,15.0
England,England Premier League,2009/2010,2010-02-21 00:00:00,3.75,3.5,2.0
England,England Premier League,2009/2010,2010-02-20 00:00:00,12.0,5.0,1.3
England,England Premier League,2009/2010,2010-02-21 00:00:00,2.4,3.3,3.0
England,England Premier League,2009/2010,2010-02-21 00:00:00,1.36,4.5,10.0
England,England Premier League,2009/2010,2010-02-28 00:00:00,2.2,3.2,3.5
England,England Premier League,2009/2010,2010-02-28 00:00:00,2.0,3.4,4.0
England,England Premier League,2009/2010,2010-02-27 00:00:00,5.0,3.6,1.73
England,England Premier League,2009/2010,2010-02-23 00:00:00,1.2,6.5,15.0
England,England Premier League,2009/2010,2010-02-28 00:00:00,1.36,4.75,9.0
England,England Premier League,2009/2010,2010-04-21 00:00:00,3.5,3.4,2.1
England,England Premier League,2009/2010,2010-02-27 00:00:00,1.44,4.33,7.5
England,England Premier League,2009/2010,2010-02-27 00:00:00,1.91,3.3,4.33
England,England Premier League,2009/2010,2010-02-27 00:00:00,2.0,3.4,3.8
England,England Premier League,2009/2010,2010-02-27 00:00:00,2.0,3.3,4.0
England,England Premier League,2009/2010,2010-03-08 00:00:00,6.5,3.8,1.57
England,England Premier League,2009/2010,2010-03-06 00:00:00,1.8,3.5,4.5
England,England Premier League,2009/2010,2010-05-05 00:00:00,2.0,3.4,3.8
England,England Premier League,2009/2010,2010-03-24 00:00:00,12.0,5.0,1.3
England,England Premier League,2009/2010,2010-03-07 00:00:00,1.36,4.5,10.0
England,England Premier League,2009/2010,2010-03-24 00:00:00,2.0,3.25,4.0
England,England Premier League,2009/2010,2010-03-24 00:00:00,1.53,3.8,7.0
England,England Premier League,2009/2010,2010-03-06 00:00:00,1.14,7.5,21.0
England,England Premier League,2009/2010,2010-03-06 00:00:00,10.0,5.0,1.33
England,England Premier League,2009/2010,2010-05-05 00:00:00,2.1,3.3,3.6
England,England Premier League,2009/2010,2009-08-22 00:00:00,1.17,7.0,19.0
England,England Premier League,2009/2010,2009-08-24 00:00:00,1.44,4.2,8.0
England,England Premier League,2009/2010,2009-08-22 00:00:00,2.1,3.25,3.75
England,England Premier League,2009/2010,2009-08-23 00:00:00,3.1,3.25,2.38
England,England Premier League,2009/2010,2009-08-22 00:00:00,1.33,4.5,12.0
England,England Premier League,2009/2010,2009-08-23 00:00:00,6.5,3.8,1.57
England,England Premier League,2009/2010,2009-08-22 00:00:00,2.3,3.2,3.25
